Protein IDs	Only identified by site
Q8WYQ9;Q8WYQ9-2;H3BS18	
Q8WZ42;Q8WZ42-8;Q8WZ42-11;Q8WZ42-4;Q8WZ42-7	
Q8WZ42-13	
Q8WZ42-2	
Q8WZ42-5	
Q8WZ42-6	
Q8WZ75;Q8WZ75-2;B4DYV8;Q8WZ75-3	
Q8WZ82	
Q8WZA0;Q8WZA0-2;K7ES95	
Q8WZA1;Q8WZA1-2;Q68CV6	
Q8WZA2;B7Z278;E9PB94;Q8WZA2-2;Q8WZA2-5;Q8WZA2-4;Q8WZA2-3;H7BYQ0	
Q8WZA9;M0QZP8	
Q92187;Q92187-2	
Q92466;Q92466-4;A0A087X0X5;Q92466-2;Q92466-5;A0A087WYT8;A0A087WW71;Q92466-3;A0A087WV56	
Q92478;F5H631	
Q92484;Q92484-2	
Q92485;F8VWW8;Q5T0Y8;Q92485-2;F8VXS3	
Q92499;F1T0B3;A0A087X2G1;Q92499-3;Q92499-2	
Q92503;Q92503-3;Q92503-2;K7EJ08;K7ELM0;K7ESI4;K7ELU0;K7ERB3;K7EIJ7;K7EQK4;K7EPE4	
Q92506	
Q92508;E7EUT2;H7C2J5;H3BRR7;H3BSF6;H0YB49	
Q92520;C9JP35;C9JMN4	
Q92522	
Q92523;Q92523-3;H7C0S1;C9J7C3	
Q92523-2	
Q92523-4	+
Q92526;Q92526-2;Q92526-3;J3KRI6	
Q92530;Q5QPM7;Q5QPM9;H0Y555;F5H4Z3	
Q92536;H3BSB6;H3BPV6;H3BUR2;H3BUA4;H3BNF5;E7EPZ8	
Q92537	
Q92538	
Q92538-3;Q92538-2	
Q92539;J3KTK1	
Q92541;H0YKX1	
Q92542;Q92542-2;Q5T205;H0Y3Z4;Q5T209;H0Y6T7;Q5T211;Q5T210	
Q92543;Q92543-2;E9PLV3	
Q92545;H7BZV0;H7BZ05	
Q92546	
Q92547;H0Y8I7	
Q92551;Q92551-2;C9JNA8	
Q92552;Q92552-2;G5EA06;D6RH20;D6RJC7;E5RJ73	
Q92556;Q92556-3;Q92556-2;H7C0S6;C9JIW2;C9IZR8;H7C3P3;C9JB20;H7C0N5;C9J5X3	
Q92558;Q5SZK4;Q5SZK5;Q5SZK3	
Q92560;F8W6N3;C9J7L9;H0Y8E8;F8WEY5	
Q92561;E5RHN5	
Q92562;Q5TCS5;H0Y6G7;Q5TCS4	
Q92564;Q92564-3;Q92564-2;H0Y907;H0YA35;D6RB33;D6RAL8;D6RDV8	
Q92567;Q92567-2;Q92567-3	
Q92572;F5H459	
Q92574;Q92574-2;Q86WV8	
Q92575;F8WB86;Q6PJ80;C9JLR4	
Q92576;Q92576-2;E7EVH3;E9PE34;B3KP41;D6R9X2;E7ER40;D6RBF0;H0Y8L0	
Q92581-2;Q92581;A0A0D9SGH0	
Q92581-3;A0A0D9SFM4	
Q92585	
Q92597;Q92597-3;Q92597-2;E7ESM1;E5RIR1;E5RGM5;E5RIV1;E5RIM2;E5RI76;E5RH82;E5RK17;E5RJY1;E5RJ98;E5RG99	
Q92598;Q92598-2;Q92598-3;Q92598-4;A0A0A0MSM0;R4GN69;Q5TBM3	
Q92600;Q92600-2;Q92600-3;H7C0W0;F8WBZ6	
Q92604	
Q92608;E7ERW7;E5RFJ0;F6S220;Q92608-2	
Q92609;Q92609-2;C9JDR8;C9J397;C9JWX0;C9K0P2;C9JNM0;C9JED7;F2Z3C3;C9JMP7;C9JIU4;F2Z3I5	
Q92610	
Q92611;Q92611-2	
Q92614;Q92614-4;A0A0D9SFK2;Q92614-3;Q92614-2;Q92614-5	
Q92615;H0Y4V9;H0Y641;B5MCU2;X6RCG6;V9GYI5	
Q92616	
Q92618;A0A087WUJ4	
Q92619;K7ES98;K7EM85;Q92619-2;F5H1R4;K7ES92;K7EQA4;A0A087X1A3	
Q92620;Q92620-2;H3BQT9;H3BV01;J3KRT1;H3BMS7;J3KSA8;J3KTG2	
Q92621;U3KPX2;U3KQ97;U3KQ47	
Q92623	
Q92624	
Q92625;Q92625-2;F8VVQ4	
Q92626;H7C1W1;Q92626-2;H7C300;H7C3W2	
Q92629	
Q92629-2;Q92629-3;E5RI34	
Q92636;Q92636-2;E5RGU2;E5RGF5	
Q92643;A6NEM5;B1AK81;Q92643-2;S4R3M5	
Q92665	
Q92667;Q92667-2;I3L0W0;I3L2A2;I3L2N7;I3NI36;I3L0K6;I3L364;I3L3K1	
Q92673	
Q92674;Q92674-2	
Q92681	
Q92686	
Q92688;Q92688-2	
Q92692	
Q92692-2	
Q92696;H0YLH3;H0YLG7;H0YKZ8;H0YMG5;H0YKP6	
Q92729;Q92729-3;Q92729-2;Q92729-4	
Q92733;H0YE12;H0Y679	
Q92736-2;Q92736;H7BY35;M0R2E2;M0QZY3	
Q92738;X6RAB3;Q92738-2	
Q92743;H0Y7G9	
Q92747;E9PF58;Q92747-2;F8WFD3	
Q92748	
Q92752;Q92752-2;H0Y668	
Q92759;Q92759-2;A0A0G2JHJ2	
Q92765	
Q92766;Q92766-2;Q92766-5;Q92766-3;C9JU34;A0A087X055;Q92766-4;Q92766-6;C9JE09;C9JPJ6	
Q92769;Q92769-3;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RH52;E5RG37;E5RFP9;E5RK19	
Q92781;F8VVC7;H0YHP7	
Q92783;Q92783-2;A6NMU3;C9J1E5	
Q92784-2;Q92784;Q92784-4;F8W7T1;Q92784-5;Q92784-3	
Q92785;J3KMZ8;Q92785-2;E9PN04	
Q92786	
Q92791;K7ERA3;K7EJ03	
Q92793;Q92793-2;I3L466;I3L0Q1;I3L3I5	
Q92797;A0A087WUE9;M0R3C7;Q92797-2;M0R180;M0QXP5;M0R1C2;M0R033;M0R039	
Q92804;Q92804-2;A0A075B7D9;A0A075B7F4;A0A075B7E4;A0A075B7F2;A0A075B7C1	
Q92805;H0YE54;R4GNH1;Q5T165	
Q92820	
Q92824-2;Q92824;B1AMG5;Q5JSG7	
Q92834;Q92834-4;Q92834-2;H7C4H4	
Q92835;Q92835-2;Q92835-3;H0Y5Q9;H7C403	
Q92843-2;Q86U42;Q86U42-2;B4DEH8;G3V4T2;Q92843;G3V5A9;G3V4B7;G3V3G8;G3V3B7;H0YJH9;A6NDY0;H0YJC7;A6NDY0-2;A6NDY0-4	
Q92844;E7EQA9;E7EMT6;E7ENY2;H7C3L4;E7EWR8;E7EM55;E7ERM9;Q92844-2;Q92844-3;H7BZ28	
Q92845;Q92845-2;Q92845-3;Q92845-4	
Q92851-4;Q92851;Q92851-6;Q92851-3	
Q92859;Q92859-4;Q92859-3;Q92859-2;Q59FP8	
Q92870;Q92870-4;H0YAJ5;G5E9Y1;Q92870-2;H0YA92;D6RB55;H0Y9U9;Q92870-3;D6RB00;D6RGD4;D6RAJ4;D6RD19;D6RDY3;H0Y943	
Q92871;F8WFD5	
Q92878;Q92878-2;Q92878-3;E7EN38;E7ESD9;E9PM98;H7C0P8;C9JNH8;H7C0V2;REV__Q5TEA6	
Q92882	
Q92889;Q92889-2;I3NI48	
Q92890;Q92890-1;Q92890-3;C9JNP9;C9IZG3	
Q92896;Q92896-2;Q92896-3;H3BM42;H3BQU9;H3BRD8;H3BQT1	
Q92900;Q92900-2	
Q92901;H3BQN3	
Q92902;Q92902-2;Q92902-4;Q5TAA8	
Q92905;E5RHH5;E5RHF2;E5RFS1;E5RG35;E5RK55	
Q92908;Q92908-2;E9PKS4	
Q92917	
Q92922;F8WE13	
Q92930;H0YNE9;H0YMN7	
Q92934;F5H3B1;F5H1R6;F5GYS3;A8MXU7	
Q92945;A0A087WTP3;M0R0I5;M0QYH3;M0QXW7;M0R3J3;M0R0C6;M0R251;M0QYG1;M0R263	
Q92947;Q92947-2;K7EKT3;K7ESA6;K7ES74;K7EKH1;K7EQ99;K7ERX1;K7ER63	
Q92954;Q92954-5;Q92954-3;Q92954-6;Q92954-2;Q92954-4;J3KP74;E9PLR3	
Q92959;E7EU40;F8W9W8	
Q92963;Q92963-3;Q92963-2;V9GYC3;V9GY29	
Q92968	
Q92973;Q92973-2;Q92973-3;E7EW37;S4R398;K7ENW1;K7ELC3	
Q92979;V9GYP5;A0A087WWQ2;A0A087WVM7	
Q92982	
Q92990;Q92990-2;M0QXG8;M0QX84	
Q92993-3;Q92993;Q92993-4;Q92993-2;E9PJI1;H0YEG3;E9PRL6;E9PMG8;E9PRM3	
Q92994;Q92994-5;Q92994-7;Q92994-8;H0YIV6;Q92994-9;Q92994-3;F8VWT8;Q3SYD7;F8VS45;F8VQ19;Q92994-6;Q92994-4;A3KN61;B3KWA2	
Q92995;Q92995-2;H7C5J3;H7C502	
Q92997;Q92997-2;F8WCF1;C9K0P9	
Q93008;Q93008-1	
Q93009;Q93009-3;F5H2X1;H3BRA2;H3BQD1;H3BUV0;H3BTM1;H3BMF6	
Q93015-2;Q93015;C9JL88	
Q93034;H0YCA0;E9PP19	
Q93050-3;Q93050;Q93050-1;B7Z641;B7Z2A9;F5H1T6;K7EPG4;K7EM24;K7EN36;K7ELZ6;K7EQW2;K7ERA0;K7ERA6;K7ENA1	
Q93052;A0A087WZF1;C9JUT4;C9J4E3;C9J5C8;C9J2R5;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9JE51	
Q93062;Q93062-5;B4E3T4;Q93062-4;Q93062-2;H0YBU9;H0YC46;E5RJD7;E5RJ31	
Q93062-3;E5RFP4	
Q93063;Q93063-3;Q93063-2;E9PNL9;E9PJA5	
Q93070;Q3KZ30	
Q93073;Q93073-2;J3KPI1;H0YNT4	
Q93074;Q93074-3;Q93074-2;Q7Z3Z5;H7C191	
Q93084;Q93084-2;Q93084-4;Q93084-3;Q93084-7;Q93084-6;Q93084-5	
Q93088;E5RJH0	
Q93096;A0A0D9SGK2	
Q93097-2;Q93097;Q5TEH8;F5GYM2;D6RF94;D6RF47	
Q93099;C9JTX9;H7C576;H7C4R8;H7C5G7	
Q93100-4;Q93100-3;Q93100;Q93100-2;I3L213;H3BQ89;H3BV13;I3L3F2;I3L0Z1;I3NHZ9;I3L1N3	
Q95365;Q29836;P30475	
Q95460-3;Q95460;Q95460-5;Q95460-4;Q95460-2	
Q95604	
Q95IE3	
Q969E2;Q969E2-2;K7EJJ4;C9JWM2;Q969E2-3	
Q969E4	
Q969E8	
Q969F1	
Q969G5;E9PIE3	
Q969G6;H7C4G0	
Q969H8;M0QYN0;M0QXF7	
Q969I3;Q969I3-2;E9PR27;E9PP99;E9PJV1	
Q969J2	
Q969K3;Q969K3-2;A0A087WTM5;H7BYJ1;G3V5F1;G3V504	
Q969K4;Q969K4-2;Q969K4-4;Q969K4-3;H7C4W8	
Q969L4	
Q969M1;Q969M1-2	
Q969M3;Q969M3-3;E5RGR9;E5RHH4;Q969M3-2	
Q969M7;C9J9P8;Q969M7-6;Q969M7-2;Q969M7-7;C9JSK8;C9IZ93;Q969M7-3;F8WD80;H3BSR4;C9JF62;C9JFD2;Q969M7-4;F8WDQ9;H3BUI7;F8WB39;Q969M7-5;F2Z363;F8WFB7;G5E9R6;F8WCT3	
Q969N2;Q969N2-5;Q969N2-4;Q969N2-2;Q969N2-6;F6W983;Q969N2-3;B7Z7C5;H7C2Y2	
Q969P0;Q969P0-3;C9J8Z4;Q969P0-2	
Q969P5;Q969P5-2	
Q969P6-2;Q969P6;E5RIC7;E5RJ95;E5RFS0;E5RJ33	+
Q969Q0	
Q969Q1;Q969Q1-2;REV__Q86UU0-3;REV__Q86UU0-4;REV__A0A087WZX0;REV__Q86UU0-2;REV__Q86UU0	
Q969Q5;F8W8H5	
Q969R2;Q969R2-2;A0A0A0MSB4;Q6ZN50;Q969R2-6;Q969R2-3;H7C1R2;H7C368;H7C428;Q969R2-4;Q969R2-5;C9JS84;H7C313;C9J7J0	
Q969R8;H0YG72;H0YFM4;Q969R8-2	
Q969S2;Q969S2-2;Q969S2-4;E9PPL4;Q969S2-3	
Q969S3	
Q969S9-3;Q969S9;Q969S9-2;Q969S9-4;Q969S9-5;D6RAL1;D6RF75	
Q969T4;R4GND1;R4GN77;R4GMM6;R4GNG6	
Q969T7;Q969T7-2;C9J758;E5RH64;U3KQB1;E5RJR6	
Q969U6;Q969U6-2;A0A096LNM2;A0A096LP04;A0A0A0MSK7;A0A0A0MSV8	
Q969U7;Q969U7-2;K7ENR6;V9GZ55;K7ER45	
Q969V3;Q969V3-2;K7ENM2	
Q969V5	
Q969X0	
Q969X5;Q969X5-2;F2Z3Q5;F2Z2U2;Q969X5-3	
Q969X6;H3BSH7;Q969X6-3;Q969X6-2;H3BPD7;H3BRM8;I3L4T9;J3KSI1;J3KTR0;J3KSE6	
Q969Y0	
Q969Y2;Q969Y2-3;Q969Y2-4;Q969Y2-2;M0R0S9	
Q969Z0;Q969Z0-2;C9J7P5;C9IZN7;H7C4R5;C9J5A2;C9J347;C9J618	
Q969Z3;Q969Z3-2;X1WI34;F6V6Z1	
Q96A00;Q96A00-2;K7EJB8;K7EMN0	
Q96A05	+
Q96A19	
Q96A23;Q96A23-2	
Q96A26;F8W7Q4;E9PH05	
Q96A29-2;Q96A29	
Q96A32;H3BPK4;H3BN54;H3BML9	
Q96A33;Q96A33-2;A0A087WYW6;J3QR89	
Q96A35;X6RJ73;X6RHI2;X6RIR5	
Q96A46	
Q96A49	
Q96A57;Q96A57-2;Q5JWB9;A0A087WTT2	
Q96A58;F5H252;Q96A58-2;F5GWE9	
Q96A65;Q96A65-2	
Q96A73;Q96A73-2;A0A087WT18;Q96A73-3;D6RAJ7;D6RF63;D6RCE3	
Q96A83;Q96A83-2	
Q96AB3;Q96AB3-2;K7EKW4;K7ENV7;Q96AB3-3	
Q96AB6;H3BNJ5;A0A087X0T5;H3BPN7;H3BU50;H3BMX8	
Q96AC1;Q96AC1-3;Q96AC1-2;G3V281;G3V5R2;G3V3J0;G3V379	
Q96AD5;A0A087WY86;Q96AD5-2;B1AHL9;Q7Z6Z6	
Q96AE4;E9PEB5	
Q96AE4-2;C9JSZ1	
Q96AE7;A0A075B7B2;H0Y6S0;E9PN79	
Q96AE7-2	
Q96AG3;Q96AG3-3;Q96AG3-2;E7EVY2;B7Z6C8	
Q96AG4;I3L223	
Q96AH8;A0A096LP44;A0A096LPF0	
Q96AJ9;Q96AJ9-1	
Q96AM1	
Q96AN5;B4DMT0;Q96AN5-2;M0QZ02;M0R1H7;M0R325;M0R153;Q96AN5-3	
Q96AP7;F8WDW9;C9JIE7;Q96AP7-2	
Q96AQ6;Q96AQ6-2;Q96AQ6-3;Q5T173;F2Z2Z8	
Q96AQ8;U3KQP8;Q96AQ8-2	
Q96AT1	
Q96AT9;C9J9T0;C9IZU8;Q96AT9-4;Q96AT9-2;C9J6A7;Q96AT9-5;Q96AT9-3;C9IYE8;E7ESZ6;C9J8S0;Q2QD12;C9JCL8;F8WBT4;E9PBG9	
Q96AX1;H3BMM5;F5H6Y0;F5H2X5;F5H7N5	
Q96AY3;H0Y827;Q96AY3-2;K7ESG6;K7ELI6;C9JPC3;K7EM43	
Q96AY4;A0A087WW06;B0QYP4	
Q96AZ6;H0YMM4;H3BLY5;Q96AZ6-2	
Q96B18;A0A0C4DFP1;G5E9H6	
Q96B23-2;K7EQH1	
Q96B26;H7C581	
Q96B36;Q96B36-3;Q96B36-2;H9KV91;M0R2V8	
Q96B49	
Q96B67	
Q96B77	
Q96B97;Q96B97-2;Q5JPT2;Q96B97-3;Q5VSN0;Q5JPT1;Q5JPT3	
Q96BA8;Q96BA8-2;H0YEU7;E9PK33	
Q96BD5;Q96BD5-2;Q96BD5-3;E9PNW9;E9PR02;E9PS51;E9PQM3;H0YEK2;E9PLU5;H0YCI1	
Q96BD6	
Q96BF6	
Q96BH1	
Q96BI3;Q96BI3-2;Q5TB21	
Q96BJ3;Q96BJ3-3;Q96BJ3-2	
Q96BK5;E5RGR1;E5RJG9;Q96BK5-2	
Q96BM9;A0A087X2J2	
Q96BN2	
Q96BN8;H0Y9T0;H0Y8S4;D6RD57	
Q96BP2;A6NJX6	
Q96BP3;F5H7P7;Q96BP3-2;D6R9Q1;H0Y8N5;D6RB19;D6RHV0;D6RD43;D6RA12;D6RDA4	
Q96BQ5;D6R9R2	
Q96BR1;Q96BR1-2;E5RJV7;E5RK28;E5RHX2;E5RHY6;E5RHR8	
Q96BR5	
Q96BS2;Q96BS2-3;Q96BS2-2;E9PQ58;H0YIX4	
Q96BT7;Q96BT7-4;Q96BT7-3;Q96BT7-2;C9JQN2	
Q96BW5;Q96BW5-2;A0A0A0MSI3	
Q96BW9-3;Q96BW9;Q96BW9-2;A0A0G2JQ92;B4E101;H7C1A2;G3V0F3	
Q96BX8;Q70IA8;K7ESI3;K7EPX7;K7EKK6;K7ELS3;K7ESA9;X6R3L3	
Q96BY6;Q96BY6-3;Q96BY6-2;H7C0I3;H0YFC5;F8WE73	
Q96BY7	
Q96BY9;E5RHW0;H0YAZ1;H0YBH7;H0YAN9;Q96BY9-2;E5RFJ9	
Q96BZ8	
Q96BZ9;Q96BZ9-3	
Q96C01;E7EQY1;C9JF51	
Q96C03;Q96C03-3;K7EKV6;J3KTJ4;J3QR30;A8MT25	
Q96C10;C9JG98;C9JE76	
Q96C19;H0Y4Y4	
Q96C23;B8ZZ75;H7C320;H7C1B5	
Q96C24;Q96C24-2	
Q96C34;Q96C34-2;K7EQS2	
Q96C36;A0A087WTV6;J3KR12;A0A087WZR9	
Q96C86	
Q96C90;F5GXC4;F5H2U0	
Q96C92-4;Q96C92;Q96C92-3;Q96C92-2;H7C331;A0A0A0MRP9	
Q96CB8;A0A087WXN4;E9PGI3;C9J0M6;C9JDP3;D6R9W3	
Q96CB9;Q96CB9-4;M0R1K5;Q96CB9-2;Q96CB9-3	
Q96CC6;A2IDA2;B8ZZ07;F8WBS4;F8WCF7;H0Y6L9	
Q96CD0;J3QRK9;E5RH15;E5RIS0	
Q96CD2;H3BRQ0;H3BQB0;Q96CD2-2;H3BSE3;H3BU34;H3BU63;H3BPW5	
Q96CF2	
Q96CG8;Q96CG8-3;Q96CG8-2;E5RK99	
Q96CM3;Q96CM3-2;E9PJV3	
Q96CM8;Q96CM8-3;Q96CM8-2;E9PF16;Q96CM8-4;D6RF87	
Q96CN4-2;Q96CN4;M0QYX4;M0R1Y1	
Q96CN5	
Q96CN7;D6RGE2	
Q96CN9	
Q96CP2;I3L1Y9;I3L4I0;Q4VC44;I3L0R3;I3L231;Q4VC44-2;Q4VC44-3	
Q96CP7;Q96CP7-2;K7ELX5;K7ESD9	
Q96CS2;K7ES67;Q96CS2-2	
Q96CS3;D6RBG6	
Q96CS7-6;Q96CS7;A0A0A0MSE9;B7WPA5;Q96CS7-5;Q96CS7-3;Q96CS7-2;A0A0A0MSI4;Q96CS7-4	
Q96CT2;Q96CT2-2;H0Y2P5	
Q96CT7;M0R2F5	
Q96CU9;Q96CU9-3;Q96CU9-2;E9PP78	
Q96CV9;Q96CV9-2;Q96CV9-3;A0A087X2G2;X6RKL2;A0A087WY28;H7C1H4	
Q96CW5;Q96CW5-2;A0A087WWB5;A0A087WU06;Q96CW5-3;A0A087WZV5	
Q96CX2;Q6ZWB6	
Q96CX6	
Q96D05;Q96D05-2;Q5VVH9	
Q96D15;M0QYB8;M0QZU3	
Q96D53;Q96D53-2;M0R001;M0R011;M0R362;M0QZZ2;M0R3F7	
Q96D71;Q96D71-3;H0YCR2;F2Z3L2;H0YE89;H0YE73	
Q96D71-2;Q96D71-4;H0YDT0;E9PMG1	
Q96D96;Q96D96-4;Q96D96-3;F8VPF7;Q96D96-2;F8W0B3;F8VS40	
Q96DA2	
Q96DA6;Q96DA6-2;F2Z3A7;G5E9V2	
Q96DB5;Q96DB5-2;E5RH53;Q96DB5-3;H0YB83;H0YC67;H0YB03;H0YC27;H0YBD9;E5RGC8;H0YAP5	
Q96DC8;Q5W0J6;Q96DC8-2;Q5W0J8	
Q96DD0;Q96DD0-2	
Q96DD7	
Q96DE0;Q96DE0-3	
Q96DE5;A0A087WUN5	
Q96DF8;F8WEF8	
Q96DG6	
Q96DH6;Q96DH6-2;B4DHE8;J3KTC1;J3QKT5;B4DM51;Q96DH6-3;H0YHB7	
Q96DI7;Q96DI7-2;Q9NSS8	
Q96DM3;K7ENL9;A0A087WZD4;K7EIS6;K7EQ65;K7EL80;K7EQJ3	
Q96DN0	
Q96DP5;H3BTN9;Q96DP5-2	
Q96DR4;Q96DR4-2	
Q96DR7;Q96DR7-4	
Q96DT0;Q96DT0-2;Q96DT0-5;Q96DT0-6;Q96DT0-7	
Q96DT6;H7BZW5;A6NGQ4	
Q96DT7;Q96DT7-2;Q96DT7-3;Q96DT7-4	
Q96DU7	
Q96DV4;Q96DV4-2	
Q96DW6	
Q96DX4;H3BQQ7;H3BSC7;H3BPL2;Q96DX4-2	
Q96DX5;Q96DX5-2;R4GN94;Q96DX5-3	
Q96DZ1;Q96DZ1-3;Q96DZ1-2	
Q96E09	
Q96E11;Q96E11-3;Q96E11-8;Q96E11-2;X6RDS5;Q96E11-7;Q96E11-5;Q96E11-6;Q96E11-4	
Q96E16	
Q96E17	
Q96E22	
Q96E29;Q96E29-3;Q96E29-2;E5RIY4;E5RIK9	
Q96E39	
Q96E52;Q96E52-2;H7BZX2;X6RDQ1;X6RL62;X6RIG5;X6RD49;S4R3A3	
Q96EB1;G5E9D4;Q96EB1-2;Q96EB1-3;E9PPJ9	
Q96EB6;E9PC49;Q96EB6-2;B0QZ35	
Q96EC8;Q96EC8-2;B1AV70	
Q96ED9-2;Q96ED9;K7ENU5;K7EJ48;K7EMR5;K7EMG7;K7EJ65;K7EJA7;K7EK29	
Q96EE3-1;Q96EE3;K7ELV2;K7EP88;K7ENI5;K7EPZ5	
Q96EH3	
Q96EI5;Q96EI5-2;A2RQR6;D6RD44;D6RCE9;D6RIH3;J3KQY4;D6RHZ1	
Q96EK4	
Q96EK5;A0A0D9SFK7	
Q96EK6;G3V4W4;G3V5E4	
Q96EK9	
Q96EL2	
Q96EL3;B9A051	
Q96EM0;D6RC46;E9PKK7	
Q96EN8	
Q96EP0;H0YKX0;Q96EP0-3;A0A0B4J293;Q96EP0-2;H0YM13;H0YMG8;H0YKI4;H0YNJ0;H0YMG4;H0YM83;H0YMN0;H0YNT1	
Q96EP1;Q96EP1-2;Q96EP1-4;Q96EP1-3;Q96EP1-5;F5GWH4;A0A096P6K8;F5H375;F5H829	
Q96EQ0;D6RFW1	
Q96ER3;J3KND1;E9PRZ1;E9PMD2;H0YEK5;H0YDM3;E9PL53	
Q96ER9;Q96ER9-2;C9JSW8;C9JPZ8	
Q96ES7;H3BPL5;H3BNL2;H3BN84;H0YHB5;F8VWA3;F8VVB4	
Q96EU6;Q96EU6-2;U3KPZ9	
Q96EU7	
Q96EV2;A0A0C4DFS3;H0Y3K3	
Q96EV8;Q96EV8-2;D6RCT8;A6NFV8;D6RID1;A0A087WYP9;Q96EV8-3;D6RJC6;D6RAX1;D6RAR7	
Q96EW2;Q96EW2-2;Q96EW2-3	
Q96EX1;E5RH51	
Q96EY1;Q96EY1-2;Q96EY1-3;I3L1T6	
Q96EY5;E9PQA6;Q96EY5-2;Q96EY5-3;E9PLZ8;E9PLL0;E9PJW8	
Q96EY7;Q96EY7-2;B8ZZQ4;F8WE76	
Q96EY8;S4R3P5;F5H4Z7;A0A087X114;S4R3Z1;F5H079	
Q96EZ8;Q96EZ8-3;F8VP44;F8W126;F8W0I9;F8VVA6;Q96EZ8-4;H0YIA0	
Q96EZ8-2	
Q96F10;I3L0W4;I3L2W7	
Q96F24;A0A087WUL7;Q96F24-3;Q96F24-2	
Q96F25	
Q96F44;Q96F44-3;R4GMV1;Q96F44-2;R4GNB9	
Q96F45;Q96F45-2;A0A0A0MTG8;Q96F45-3	
Q96F46-2;Q96F46	
Q96F63;M0QXS4	
Q96F81	
Q96F85;B8ZZB8;Q96F85-2	
Q96F86;H3BPN4;H3BSQ0;H3BPW9;H3BQ37;H3BQP5;H3BU87;H3BTD6;H3BMB8;H3BTH0;H3BTF8;H3BNJ7	
Q96FC7;Q96FC7-2;Q96FC7-3	
Q96FE5;Q96FE5-2;H0YMX3;H3BQ49;Q7L985;H3BN48;H3BMN3	
Q96FH0;Q96FH0-2;K7ENY0	
Q96FJ0;Q96FJ0-2;B3KR00	
Q96FJ2	
Q96FK6;G3V4B8	
Q96FN4;Q96FN4-2;H3BUC8;H3BPR8;H3BQQ3	
Q96FN9	
Q96FQ6	
Q96FS4;F6RY50;E9PIB3	
Q96FT9;Q96FT9-2;Q96FT9-3;Q96FT9-4;G3V4X2	
Q96FW1-2	+
Q96FX2-2;Q96FX2	
Q96FX8	
Q96FZ7;I3L4A1;I3L3E4;I3L4G8	
Q96G01;Q96G01-4;Q96G01-3;A8MVZ6;A0A087WYJ7;F8VZX7;F8W056;Q96G01-2	
Q96G03;Q96G03-2;E7ENQ8;E9PD70;H0Y921	
Q96G25;Q96G25-2;Q96G25-3	
Q96G28;Q96G28-2;B5MCA1;B5MC35;B5MD16	
Q96G46;Q96G46-2;Q96G46-3;K7EM42;K7EJX8;K7ER20;K7EQU9	
Q96G74;Q96G74-3;Q96G74-5;H7BZQ3;A0A087WXV6;Q96G74-4;Q96G74-2	
Q96G75;F5H6G4;Q96G75-2;D6RER3;D6RIF9;D6RFK1;D6R9A2;D6RFE6	
Q96GA3;A0A075B6Q4	
Q96GA7;F8VYZ3;H0YID3;H0YIA2;F8VZ97	
Q96GC9;Q96GC9-2;K7EPE7;K7EL93;K7EL74;K7ENU2;K7EK01;K7EMI0;K7ELS2;K7EL46	
Q96GD0;B1AHD3	
Q96GE9;Q96GE9-2	
Q96GG9;C9JVE2;C9J8R4;C9JRU6;C9J0B2;C9JUW4;F8WC32	
Q96GI7	
Q96GJ1;Q96GJ1-2;Q96GJ1-3	
Q96GK7;C9JGM0;C9J5B6	
Q96GM5;Q96GM5-2;F8VRQ4;F8VZ70;F8VUB0;H0YHV1;F8VW95	
Q96GM8;Q96GM8-2	
Q96GS4	
Q96GS6;Q96GS6-2;Q96GS6-3;K7EQ25;Q96GS6-4;K7ENJ6	
Q96GV9	
Q96GW7;Q96GW7-2;Q5T3I6;Q5T3I7;Q5T3I8;V9GY88	
Q96GW9	
Q96GX1;Q96GX1-2	
Q96GX2	
Q96GX5-2;Q96GX5-3;Q96GX5;A0A087WUU7	
Q96GX9;S4R3D6;Q96GX9-3	
Q96GY0;H0YAP0	
Q96GZ6;Q96GZ6-6;Q96GZ6-5;Q96GZ6-9;Q96GZ6-2;D6R9S7;D6RHE3;D6RDB0;D6RF72;D6R9M9;D6R9X6;Q96GZ6-4;Q96GZ6-3;D6R925;D6RJC0;D6RC02;Q96GZ6-7;Q96GZ6-8;D6RDM3	
Q96H20;Q96H20-2;D6RJ86;D6RFY6;H0Y8S5;D6RBI1;I3L457;I3L2X5	
Q96H55;Q96H55-3;Q96H55-4;Q96H55-2;A0A087WU55;B4DSL5;A0A087WY49;A0A087WZQ9	
Q96H79;Q96H79-2	
Q96HA1;Q96HA1-2;Q96HA1-3;Q6PJE2;C9JER0;C9J370;Q6PJE2-5;A8MY32	
Q96HA8;Q96HA8-2;E5RIY9;E5RHC2;E9PRB7	
Q96HC4;H0Y8Y3;A0A0A0MSP3;A0A0D9SFR4;H0Y929;D6RAA1;A0A0D9SFW3;D6RGG6;Q96HC4-5	
Q96HC4-2;H0YBI4	
Q96HC4-3	
Q96HC4-6	
Q96HD1;F8WBY3	
Q96HD9;E9PRA7	
Q96HE7;G3V3E6;G3V5B3;G3V503	
Q96HF1	
Q96HH9;Q96HH9-4;Q96HH9-3;E9PD09;Q96HH9-2;D6REP5;B7Z4W8;Q96HH9-5;D6RFH3;D6R9P9	
Q96HI0;Q96HI0-2	
Q96HJ9	
Q96HN2;Q96HN2-4;Q96HN2-3;C9K0S0	+
